ip,hostname,timestamp,cpu,ram,armazenamento,disco_uso,mac,gpu
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-16-12,12.3,49.6,17.7,0.1,14071519000332,38
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-16-18,13.0,49.6,17.7,0.1,14071519000332,42
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-16-24,12.7,49.6,17.7,0.1,14071519000332,36
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-16-30,10.8,49.6,17.7,0.0,14071519000332,36
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-16-36,11.4,49.6,17.7,0.1,14071519000332,39
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-16-42,11.6,49.6,17.7,0.2,14071519000332,38
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-16-48,12.8,49.6,17.7,0.1,14071519000332,37
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-16-54,12.3,49.5,17.7,0.1,14071519000332,40
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-17-00,11.4,49.5,17.7,0.2,14071519000332,37
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-17-06,12.1,49.5,17.7,0.2,14071519000332,39
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-17-12,12.1,49.5,17.7,0.1,14071519000332,38
