ip,hostname,timestamp,processo,cpu,ram,dados_gravados,mac,gpu,disco_uso
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-03-09,System Idle Process,89.0,0.0,0.0,14071519000332,0,0
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-03-09,System,0.6,0.0,1174.0,14071519000332,0,1231051923
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-03-09,Registry,0.0,0.0,224.9,14071519000332,0,235864064
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-03-09,chrome.exe,0.1,0.0,6290.1,14071519000332,0,6595598193
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-03-09,services.exe,0.1,0.0,0.0,14071519000332,0,160
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-03-09,lsass.exe,0.0,0.0,1.4,14071519000332,0,1482445
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-03-09,Code.exe,0.0,0.0,20.1,14071519000332,0,21095780
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-03-09,Code.exe,0.0,0.0,226.3,14071519000332,0,237286018
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-03-09,msedgewebview2.exe,0.0,0.0,4.7,14071519000332,0,4908524
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-03-09,svchost.exe,0.1,0.0,0.0,14071519000332,0,0
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-03-09,svchost.exe,0.1,0.0,0.0,14071519000332,0,160
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-03-09,svchost.exe,0.0,0.0,22.7,14071519000332,0,23842477
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-03-09,chrome.exe,0.0,0.0,1.5,14071519000332,0,1575388
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-03-09,svchost.exe,0.0,0.0,24.8,14071519000332,0,25979970
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-03-09,Code.exe,0.0,0.0,231.1,14071519000332,0,242298062
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-03-09,svchost.exe,0.0,0.0,1.2,14071519000332,0,1265668
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-03-09,svchost.exe,0.0,0.0,27.7,14071519000332,0,29087408
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-03-09,MemCompression,0.0,1.6,0.0,14071519000332,0,0
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-03-09,chrome.exe,0.0,0.0,185.4,14071519000332,0,194372037
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-03-09,svchost.exe,0.0,0.0,15.9,14071519000332,0,16636688
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-03-09,chrome.exe,0.0,0.0,3.2,14071519000332,0,3406325
