ip,hostname,timestamp,processo,cpu,ram,dados_gravados,mac,gpu,disco_uso
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-10-41,System Idle Process,92.0,0.0,0.0,14071519000332,0,0
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-10-41,System,0.7,0.0,1188.1,14071519000332,0,1245772947
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-10-41,Registry,0.0,0.0,225.5,14071519000332,0,236490752
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-10-41,chrome.exe,0.0,0.0,6309.0,14071519000332,0,6615467329
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-10-41,lsass.exe,0.0,0.0,1.4,14071519000332,0,1482445
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-10-41,Code.exe,0.0,0.0,20.3,14071519000332,0,21272764
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-10-41,Code.exe,0.0,0.0,226.3,14071519000332,0,237286018
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-10-41,msedgewebview2.exe,0.0,0.0,4.7,14071519000332,0,4909900
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-10-41,svchost.exe,0.0,0.0,22.9,14071519000332,0,23984194
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-10-41,chrome.exe,0.0,0.0,1.5,14071519000332,0,1609468
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-10-41,svchost.exe,0.0,0.0,24.9,14071519000332,0,26145050
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-10-41,Code.exe,0.0,0.0,231.1,14071519000332,0,242331014
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-10-41,svchost.exe,0.0,0.0,1.2,14071519000332,0,1265668
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-10-41,svchost.exe,0.0,0.0,27.8,14071519000332,0,29098416
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-10-41,MemCompression,0.0,1.7,0.0,14071519000332,0,0
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-10-41,chrome.exe,0.0,0.0,186.7,14071519000332,0,195749168
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-10-41,svchost.exe,0.0,0.0,15.9,14071519000332,0,16636688
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-10-41,chrome.exe,0.0,0.0,3.3,14071519000332,0,3442109
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-10-41,Code.exe,0.0,1.6,3.6,14071519000332,0,3784603
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-10-41,svchost.exe,0.1,0.0,0.0,14071519000332,0,320
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-10-41,svchost.exe,0.0,0.0,1.2,14071519000332,0,1264768
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-10-41,Code.exe,0.0,0.0,1073.5,14071519000332,0,1125630758
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-10-41,svchost.exe,0.0,0.0,22.4,14071519000332,0,23527633
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-10-41,svchost.exe,0.0,0.0,53.0,14071519000332,0,55558016
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-10-41,KillerAnalyticsService.exe,0.0,0.0,3.4,14071519000332,0,3518924
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-10-41,svchost.exe,0.0,0.0,11.8,14071519000332,0,12362144
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-10-41,RtkAudUService64.exe,0.0,0.0,29.8,14071519000332,0,31232000
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-10-41,MsMpEng.exe,0.1,1.0,877.9,14071519000332,0,920507614
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-10-41,mysqld.exe,0.0,0.0,176.3,14071519000332,0,184888410
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-10-41,chrome.exe,0.0,0.0,1.4,14071519000332,0,1499976
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-10-41,KillerNetworkService.exe,0.0,0.0,1.9,14071519000332,0,2004325
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-10-41,python3.13.exe,2.0,0.0,1.1,14071519000332,0,1163355
