ip,hostname,timestamp,cpu,ram,armazenamento,disco_uso,mac,gpu
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-17-18,12.0,49.5,17.7,0.2,14071519000332,38
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-17-24,13.4,49.5,17.7,0.0,14071519000332,37
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-17-30,12.4,49.6,17.7,0.0,14071519000332,35
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-17-36,12.9,49.6,17.7,0.1,14071519000332,40
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-17-42,11.5,49.6,17.7,0.1,14071519000332,40
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-17-48,13.1,49.6,17.7,0.2,14071519000332,38
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-17-54,12.0,49.6,17.7,0.1,14071519000332,39
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-18-00,12.4,49.6,17.7,0.1,14071519000332,39
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-18-06,12.1,49.6,17.7,0.2,14071519000332,37
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-18-12,12.3,49.5,17.7,0.1,14071519000332,39
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-18-18,12.9,49.5,17.7,0.2,14071519000332,38
