ip,hostname,timestamp,cpu,ram,armazenamento,disco_uso,mac,gpu
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-02-13,10.9,49.3,17.7,0.1,14071519000332,36
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-02-19,10.8,49.2,17.7,0.1,14071519000332,39
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-02-25,17.0,50.1,17.7,1.6,14071519000332,18
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-02-31,18.1,50.2,17.7,7.3,14071519000332,36
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-02-37,10.2,50.0,17.7,0.1,14071519000332,37
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-02-44,11.8,49.5,17.7,0.2,14071519000332,41
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-02-50,11.5,49.5,17.7,0.1,14071519000332,39
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-02-56,10.9,49.4,17.7,0.2,14071519000332,37
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-03-02,10.2,49.2,17.7,0.4,14071519000332,40
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-03-08,11.3,49.2,17.7,0.2,14071519000332,39
