fk_modelo,fk_zona,fk_empresa,timestamp,processo,cpu,ram,dados_gravados,gpu,disco_uso
1,1,1,2025-11-17_19-28-29,armsvc.exe,0.0,0.0,3.0,0,3182632
1,1,1,2025-11-17_19-28-29,MsMpEng.exe,0.0,1.8,2111.4,0,2213973876
1,1,1,2025-11-17_19-28-29,audiodg.exe,0.1,0.0,0.0,0,0
1,1,1,2025-11-17_19-28-29,DSAService.exe,0.0,0.0,72.4,0,75940874
1,1,1,2025-11-17_19-28-29,Microsoft.Notes.exe,0.0,0.0,12.8,0,13407050
1,1,1,2025-11-17_19-28-29,SearchApp.exe,0.0,0.0,24.8,0,25959517
1,1,1,2025-11-17_19-28-29,mysqld.exe,0.0,0.0,136.6,0,143189158
1,1,1,2025-11-17_19-28-29,dllhost.exe,0.0,0.0,5.2,0,5439488
1,1,1,2025-11-17_19-28-29,Spotify.exe,0.0,0.0,8.8,0,9257504
1,1,1,2025-11-17_19-28-29,steam.exe,0.1,0.0,14.1,0,14749601
1,1,1,2025-11-17_19-28-29,MoUsoCoreWorker.exe,0.0,0.0,129.5,0,135743142
1,1,1,2025-11-17_19-28-29,taskhostw.exe,0.0,0.0,14.5,0,15239332
1,1,1,2025-11-17_19-28-29,Code.exe,0.0,0.0,23.0,0,24152493
1,1,1,2025-11-17_19-28-29,svchost.exe,0.0,0.0,97.1,0,101819932
1,1,1,2025-11-17_19-28-29,aswidsagent.exe,0.0,0.0,64.1,0,67219815
1,1,1,2025-11-17_19-28-29,WhatsApp.exe,0.0,0.0,2.6,0,2741353
1,1,1,2025-11-17_19-28-29,jetbrains-toolbox.exe,0.0,0.0,1.7,0,1741505
1,1,1,2025-11-17_19-28-29,esrv.exe,0.0,0.0,40.4,0,42335477
1,1,1,2025-11-17_19-28-29,ArmouryCrate.UserSessionHelper.exe,0.0,0.0,33.3,0,34880998
1,1,1,2025-11-17_19-28-29,gamingservices.exe,0.0,0.0,9.3,0,9701479
1,1,1,2025-11-17_19-28-29,chrome.exe,0.0,0.0,2.7,0,2855489
1,1,1,2025-11-17_19-28-29,svchost.exe,0.0,0.0,468.0,0,490749485
1,1,1,2025-11-17_19-28-29,python.exe,4.5,0.0,0.0,0,32108
1,1,1,2025-11-17_19-28-29,Code.exe,0.1,0.0,41.9,0,43883548
1,1,1,2025-11-17_19-28-29,Code.exe,0.0,0.0,10.2,0,10727806
1,1,1,2025-11-17_19-28-29,dwm.exe,0.5,0.0,0.0,0,0
1,1,1,2025-11-17_19-28-29,chrome.exe,0.0,1.0,13.9,0,14627538
1,1,1,2025-11-17_19-28-29,svchost.exe,0.0,0.0,9.1,0,9586301
1,1,1,2025-11-17_19-28-29,chrome.exe,0.0,0.0,1.9,0,1958238
1,1,1,2025-11-17_19-28-29,Code.exe,1.4,2.0,619.9,0,650022980
1,1,1,2025-11-17_19-28-29,Spotify.exe,0.1,1.4,316.6,0,331933074
1,1,1,2025-11-17_19-28-29,Code.exe,0.0,1.2,482.9,0,506315903
1,1,1,2025-11-17_19-28-29,chrome.exe,0.0,1.4,1733.3,0,1817492134
1,1,1,2025-11-17_19-28-29,chrome.exe,0.0,1.1,22.4,0,23459477
1,1,1,2025-11-17_19-28-29,AvastUI.exe,0.1,0.0,1.2,0,1207581
1,1,1,2025-11-17_19-28-29,AdobeCollabSync.exe,0.0,0.0,4.2,0,4446833
1,1,1,2025-11-17_19-28-29,explorer.exe,0.0,1.2,13.7,0,14371450
1,1,1,2025-11-17_19-28-29,chrome.exe,0.0,0.0,143.7,0,150696615
1,1,1,2025-11-17_19-28-30,Spotify.exe,0.0,0.0,2.2,0,2328758
1,1,1,2025-11-17_19-28-30,atieclxx.exe,0.0,0.0,2.9,0,3047622
1,1,1,2025-11-17_19-28-30,svchost.exe,0.0,0.0,9.9,0,10400026
1,1,1,2025-11-17_19-28-30,steamwebhelper.exe,0.0,0.0,8.4,0,8775262
1,1,1,2025-11-17_19-28-30,Code.exe,0.4,0.0,173.2,0,181660153
1,1,1,2025-11-17_19-28-30,steamwebhelper.exe,0.0,0.0,10.8,0,11335082
1,1,1,2025-11-17_19-28-30,chrome.exe,0.0,0.0,398.9,0,418295200
1,1,1,2025-11-17_19-28-30,CodeSetup-stable-cb1933bbc38d329b3595673a600fab5c7368f0a7.exe,0.0,0.0,3.3,0,3494984
1,1,1,2025-11-17_19-28-30,CodeSetup-stable-cb1933bbc38d329b3595673a600fab5c7368f0a7.tmp,0.0,0.0,438.0,0,459321158
