ip,hostname,timestamp,processo,cpu,ram,dados_gravados,mac,gpu,disco_uso
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-13-56,System Idle Process,88.1,0.0,0.0,14071519000332,0,0
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-13-56,System,0.7,0.0,1195.2,14071519000332,0,1253252243
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-13-56,Registry,0.0,0.0,226.4,14071519000332,0,237371392
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-13-56,chrome.exe,0.1,0.0,6309.4,14071519000332,0,6615928953
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-13-56,lsass.exe,0.0,0.0,1.4,14071519000332,0,1483333
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-13-56,Code.exe,0.0,0.0,20.4,14071519000332,0,21390420
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-13-56,Code.exe,0.0,0.0,226.3,14071519000332,0,237286018
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-13-56,msedgewebview2.exe,0.0,0.0,4.7,14071519000332,0,4921076
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-13-56,svchost.exe,0.1,0.0,0.0,14071519000332,0,0
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-13-56,svchost.exe,0.1,0.0,0.0,14071519000332,0,160
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-13-56,svchost.exe,0.0,0.0,22.9,14071519000332,0,23998275
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-13-56,chrome.exe,0.0,0.0,1.5,14071519000332,0,1610588
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-13-56,svchost.exe,0.0,0.0,24.9,14071519000332,0,26145050
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-13-56,Code.exe,0.0,0.0,231.1,14071519000332,0,242345982
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-13-56,svchost.exe,0.0,0.0,1.2,14071519000332,0,1265668
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-13-56,svchost.exe,0.0,0.0,27.8,14071519000332,0,29106976
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-13-56,MemCompression,0.0,1.6,0.0,14071519000332,0,0
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-13-56,chrome.exe,0.0,0.0,187.4,14071519000332,0,196535852
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-13-56,svchost.exe,0.1,0.0,0.0,14071519000332,0,0
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-13-56,svchost.exe,0.0,0.0,15.9,14071519000332,0,16636688
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-13-56,chrome.exe,0.0,0.0,3.3,14071519000332,0,3443229
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-13-56,Code.exe,0.0,1.6,3.6,14071519000332,0,3784603
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-13-56,svchost.exe,0.0,0.0,1.2,14071519000332,0,1264768
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-13-56,Code.exe,0.0,0.0,1073.5,14071519000332,0,1125631822
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-13-56,svchost.exe,0.0,0.0,22.4,14071519000332,0,23527633
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-13-56,svchost.exe,0.0,0.0,53.0,14071519000332,0,55558016
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-13-56,KillerAnalyticsService.exe,0.0,0.0,3.4,14071519000332,0,3569696
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-13-56,svchost.exe,0.0,0.0,11.8,14071519000332,0,12362144
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-13-56,RtkAudUService64.exe,0.0,0.0,30.2,14071519000332,0,31621120
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-13-56,MsMpEng.exe,0.2,1.0,877.9,14071519000332,0,920507614
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-13-56,mintty.exe,0.1,0.0,0.0,14071519000332,0,18466
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-13-56,mysqld.exe,0.0,0.0,176.3,14071519000332,0,184888410
