ip,hostname,timestamp,cpu,ram,armazenamento,disco_uso,mac,gpu
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-19-29,11.9,49.5,17.7,0.1,14071519000332,39
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-19-35,11.9,49.5,17.7,0.2,14071519000332,39
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-19-41,12.0,49.5,17.7,0.6,14071519000332,39
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-19-47,10.9,49.5,17.7,0.3,14071519000332,40
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-19-53,12.2,49.7,17.7,0.5,14071519000332,38
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-19-59,12.2,49.9,17.7,9.9,14071519000332,40
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-20-05,14.4,50.0,17.7,3.6,14071519000332,25
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-20-11,8.9,49.9,17.7,0.0,14071519000332,40
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-20-17,9.3,49.9,17.7,2.0,14071519000332,40
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-20-23,10.5,50.1,17.7,0.1,14071519000332,40
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-20-29,10.4,50.1,17.7,0.6,14071519000332,41
