ip,hostname,timestamp,cpu,ram,armazenamento,disco_uso,mac,gpu
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-04-14,10.9,49.2,17.7,0.1,14071519000332,38
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-04-20,9.9,49.2,17.7,0.3,14071519000332,38
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-04-26,9.1,49.2,17.7,0.1,14071519000332,35
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-04-32,8.3,49.1,17.7,0.4,14071519000332,39
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-04-38,11.5,49.1,17.7,0.6,14071519000332,41
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-04-44,10.2,49.1,17.7,0.1,14071519000332,39
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-04-50,9.9,49.1,17.7,0.0,14071519000332,39
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-04-56,10.2,49.1,17.7,0.1,14071519000332,40
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-05-02,9.8,49.1,17.7,0.0,14071519000332,39
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-05-08,10.9,49.1,17.7,0.1,14071519000332,38
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-05-13,9.3,49.1,17.7,0.1,14071519000332,37
