ip,hostname,timestamp,processo,cpu,ram,dados_gravados,mac,gpu,disco_uso
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-15-02,System Idle Process,89.4,0.0,0.0,14071519000332,0,0
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-15-02,System,0.2,0.0,1197.0,14071519000332,0,1255144595
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-15-02,Registry,0.0,0.0,226.5,14071519000332,0,237547520
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-15-02,chrome.exe,1.1,0.0,6309.7,14071519000332,0,6616201249
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-15-02,lsass.exe,0.0,0.0,1.4,14071519000332,0,1483333
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-15-02,Code.exe,0.0,0.0,20.4,14071519000332,0,21390420
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-15-02,Code.exe,0.0,0.0,226.3,14071519000332,0,237286018
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-15-02,msedgewebview2.exe,0.0,0.0,4.7,14071519000332,0,4921484
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-15-02,svchost.exe,0.1,0.0,0.0,14071519000332,0,0
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-15-02,svchost.exe,0.0,0.0,22.9,14071519000332,0,24026403
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-15-02,chrome.exe,0.0,0.0,1.5,14071519000332,0,1610812
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-15-02,svchost.exe,0.0,0.0,24.9,14071519000332,0,26145050
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-15-02,Code.exe,0.0,0.0,231.1,14071519000332,0,242349790
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-15-02,svchost.exe,0.0,0.0,1.2,14071519000332,0,1265668
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-15-02,svchost.exe,0.0,0.0,27.8,14071519000332,0,29106976
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-15-02,MemCompression,0.0,1.6,0.0,14071519000332,0,0
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-15-02,chrome.exe,0.0,0.0,187.8,14071519000332,0,196915097
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-15-02,svchost.exe,0.0,0.0,15.9,14071519000332,0,16636688
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-15-02,chrome.exe,0.0,0.0,3.3,14071519000332,0,3443453
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-15-02,Code.exe,0.0,1.6,3.6,14071519000332,0,3784603
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-15-02,svchost.exe,0.0,0.0,1.2,14071519000332,0,1264768
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-15-02,Code.exe,0.0,0.0,1073.5,14071519000332,0,1125631822
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-15-02,svchost.exe,0.0,0.0,22.4,14071519000332,0,23527633
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-15-02,svchost.exe,0.0,0.0,53.0,14071519000332,0,55558016
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-15-02,KillerAnalyticsService.exe,0.0,0.0,3.4,14071519000332,0,3586620
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-15-02,svchost.exe,0.0,0.0,11.8,14071519000332,0,12362144
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-15-02,RtkAudUService64.exe,0.0,0.0,30.2,14071519000332,0,31621120
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-15-02,MsMpEng.exe,0.1,1.0,877.9,14071519000332,0,920507614
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-15-02,mysqld.exe,0.0,0.0,176.3,14071519000332,0,184888410
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-15-02,chrome.exe,0.0,0.0,1.4,14071519000332,0,1501320
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-15-02,KillerNetworkService.exe,0.0,0.0,1.9,14071519000332,0,2004325
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-15-02,python3.13.exe,2.2,0.0,1.5,14071519000332,0,1541424
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-15-02,Code.exe,0.0,0.0,122.2,14071519000332,0,128142022
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-15-02,KAPS.exe,0.0,0.0,22.9,14071519000332,0,24050568
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-15-02,chrome.exe,0.0,0.0,61.4,14071519000332,0,64356473
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-15-02,chrome.exe,0.0,0.0,51.2,14071519000332,0,53738786
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-15-02,svchost.exe,0.2,0.0,409.0,14071519000332,0,428860383
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-15-02,gamingservices.exe,0.0,0.0,10.8,14071519000332,0,11372446
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-15-02,Code.exe,0.0,0.0,28.6,14071519000332,0,30032297
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-15-02,Code.exe,0.0,0.0,2.3,14071519000332,0,2422408
