ip,hostname,timestamp,processo,cpu,ram,dados_gravados,mac,gpu,disco_uso
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-06-20,System Idle Process,90.9,0.0,0.0,14071519000332,0,0
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-06-20,System,0.4,0.0,1182.3,14071519000332,0,1239776403
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-06-20,Registry,0.0,0.0,225.2,14071519000332,0,236179456
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-06-20,chrome.exe,0.0,0.0,6308.4,14071519000332,0,6614835795
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-06-20,lsass.exe,0.0,0.0,1.4,14071519000332,0,1482445
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-06-20,Code.exe,0.0,0.0,20.2,14071519000332,0,21154996
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-06-20,Code.exe,0.0,0.0,226.3,14071519000332,0,237286018
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-06-20,msedgewebview2.exe,0.0,0.0,4.7,14071519000332,0,4909156
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-06-20,svchost.exe,0.1,0.0,0.0,14071519000332,0,0
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-06-20,svchost.exe,0.1,0.0,0.0,14071519000332,0,160
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-06-20,svchost.exe,0.0,0.0,22.8,14071519000332,0,23874451
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-06-20,chrome.exe,0.0,0.0,1.5,14071519000332,0,1576396
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-06-20,svchost.exe,0.0,0.0,24.8,14071519000332,0,25979970
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-06-20,Code.exe,0.0,0.0,231.1,14071519000332,0,242311422
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-06-20,svchost.exe,0.0,0.0,1.2,14071519000332,0,1265668
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-06-20,svchost.exe,0.0,0.0,27.7,14071519000332,0,29090688
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-06-20,MemCompression,0.0,1.4,0.0,14071519000332,0,0
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-06-20,chrome.exe,0.0,0.0,186.1,14071519000332,0,195109174
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-06-20,svchost.exe,0.0,0.0,15.9,14071519000332,0,16636688
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-06-20,chrome.exe,0.0,0.0,3.2,14071519000332,0,3407221
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-06-20,Code.exe,0.0,1.6,3.6,14071519000332,0,3784603
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-06-20,svchost.exe,0.1,0.0,0.0,14071519000332,0,320
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-06-20,svchost.exe,0.0,0.0,1.2,14071519000332,0,1264768
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-06-20,Code.exe,0.0,0.0,1073.5,14071519000332,0,1125624558
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-06-20,svchost.exe,0.0,0.0,22.4,14071519000332,0,23527633
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-06-20,svchost.exe,0.0,0.0,53.0,14071519000332,0,55558016
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-06-20,KillerAnalyticsService.exe,0.0,0.0,3.4,14071519000332,0,3518924
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-06-20,svchost.exe,0.0,0.0,11.8,14071519000332,0,12362144
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-06-20,RtkAudUService64.exe,0.0,0.0,29.8,14071519000332,0,31232000
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-06-20,MsMpEng.exe,0.1,1.0,877.9,14071519000332,0,920507614
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-06-20,mintty.exe,0.1,0.0,0.0,14071519000332,0,18466
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-06-20,mysqld.exe,0.0,0.0,176.3,14071519000332,0,184888410
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-06-20,chrome.exe,0.0,0.0,1.4,14071519000332,0,1463624
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-06-20,KillerNetworkService.exe,0.0,0.0,1.9,14071519000332,0,2004325
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-06-20,python3.13.exe,2.3,0.0,0.0,14071519000332,0,786992
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-06-21,Code.exe,0.0,0.0,121.9,14071519000332,0,127776948
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-06-21,KAPS.exe,0.0,0.0,22.7,14071519000332,0,23780320
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-06-21,chrome.exe,0.0,0.0,61.3,14071519000332,0,64308529
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-06-21,chrome.exe,0.0,0.0,51.2,14071519000332,0,53699154
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-06-21,svchost.exe,0.2,0.0,404.8,14071519000332,0,424435503
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-06-21,gamingservices.exe,0.0,0.0,10.8,14071519000332,0,11372446
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-06-21,Code.exe,0.0,0.0,28.6,14071519000332,0,30032297
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-06-21,Code.exe,0.0,0.0,1.5,14071519000332,0,1584520
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-06-21,msedgewebview2.exe,0.0,0.0,1.1,14071519000332,0,1146824
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-06-21,NVDisplay.Container.exe,0.0,0.0,4.6,14071519000332,0,4778841
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-06-21,svchost.exe,0.0,0.0,59.1,14071519000332,0,61926310
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-06-21,MySQLWorkbench.exe,0.0,0.0,47.6,14071519000332,0,49889570
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-06-21,Code.exe,0.0,0.0,66.9,14071519000332,0,70197845
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-06-21,chrome.exe,0.0,0.0,3.3,14071519000332,0,3431728
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-06-21,explorer.exe,0.0,1.0,1.8,14071519000332,0,1846699
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-06-21,chrome.exe,0.0,0.0,98.3,14071519000332,0,103071719
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-06-21,chrome.exe,0.0,1.3,1150.2,14071519000332,0,1206086115
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-06-21,Code.exe,0.0,0.0,1.8,14071519000332,0,1914840
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-06-21,svchost.exe,0.0,0.0,16.8,14071519000332,0,17658033
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-06-21,msedgewebview2.exe,0.0,0.0,14.1,14071519000332,0,14810937
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-06-21,Code.exe,0.0,0.0,30.3,14071519000332,0,31798344
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-06-21,msedgewebview2.exe,0.0,0.0,6.4,14071519000332,0,6760825
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-06-21,SearchIndexer.exe,0.0,0.0,15.9,14071519000332,0,16642322
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-06-21,Widgets.exe,0.0,0.0,9.4,14071519000332,0,9828901
