ip,hostname,timestamp,processo,cpu,ram,dados_gravados,mac,gpu,disco_uso
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-09-36,System Idle Process,90.9,0.0,0.0,14071519000332,0,0
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-09-36,System,0.7,0.0,1186.6,14071519000332,0,1244282003
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-09-36,Registry,0.0,0.0,225.4,14071519000332,0,236392448
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-09-36,chrome.exe,0.0,0.0,6308.7,14071519000332,0,6615105568
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-09-36,lsass.exe,0.1,0.0,1.4,14071519000332,0,1482445
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-09-36,Code.exe,0.0,0.0,20.3,14071519000332,0,21272764
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-09-36,Code.exe,0.0,0.0,226.3,14071519000332,0,237286018
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-09-36,msedgewebview2.exe,0.0,0.0,4.7,14071519000332,0,4909492
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-09-36,svchost.exe,0.0,0.0,22.9,14071519000332,0,23984194
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-09-36,chrome.exe,0.0,0.0,1.5,14071519000332,0,1577404
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-09-36,svchost.exe,0.0,0.0,24.9,14071519000332,0,26145050
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-09-36,Code.exe,0.0,0.0,231.1,14071519000332,0,242327206
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-09-36,svchost.exe,0.0,0.0,1.2,14071519000332,0,1265668
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-09-36,svchost.exe,0.0,0.0,27.8,14071519000332,0,29098160
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-09-36,MemCompression,0.0,1.7,0.0,14071519000332,0,0
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-09-36,chrome.exe,0.0,0.0,186.5,14071519000332,0,195511926
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-09-36,svchost.exe,0.0,0.0,15.9,14071519000332,0,16636688
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-09-36,chrome.exe,0.0,0.0,3.3,14071519000332,0,3408229
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-09-36,Code.exe,0.0,1.6,3.6,14071519000332,0,3784603
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-09-36,svchost.exe,0.0,0.0,1.2,14071519000332,0,1264768
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-09-36,Code.exe,0.0,0.0,1073.5,14071519000332,0,1125630758
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-09-36,svchost.exe,0.0,0.0,22.4,14071519000332,0,23527633
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-09-36,svchost.exe,0.0,0.0,53.0,14071519000332,0,55558016
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-09-36,KillerAnalyticsService.exe,0.0,0.0,3.4,14071519000332,0,3518924
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-09-36,svchost.exe,0.0,0.0,11.8,14071519000332,0,12362144
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-09-36,RtkAudUService64.exe,0.0,0.0,29.8,14071519000332,0,31232000
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-09-36,MsMpEng.exe,0.3,1.0,877.9,14071519000332,0,920507614
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-09-36,mintty.exe,0.1,0.0,0.0,14071519000332,0,18466
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-09-36,mysqld.exe,0.0,0.0,176.3,14071519000332,0,184888410
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-09-36,chrome.exe,0.0,0.0,1.4,14071519000332,0,1464632
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-09-36,KillerNetworkService.exe,0.0,0.0,1.9,14071519000332,0,2004325
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-09-36,python3.13.exe,2.1,0.0,1.0,14071519000332,0,1068775
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-09-36,Code.exe,0.0,0.0,122.0,14071519000332,0,127949095
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-09-36,KAPS.exe,0.0,0.0,22.8,14071519000332,0,23880868
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-09-36,chrome.exe,0.0,0.0,61.3,14071519000332,0,64309649
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-09-36,chrome.exe,0.0,0.0,51.2,14071519000332,0,53700162
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-09-36,svchost.exe,0.1,0.0,406.3,14071519000332,0,426075263
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-09-36,gamingservices.exe,0.0,0.0,10.8,14071519000332,0,11372446
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-09-36,Code.exe,0.0,0.0,28.6,14071519000332,0,30032297
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-09-36,Code.exe,0.0,0.0,1.8,14071519000332,0,1898728
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-09-36,msedgewebview2.exe,0.0,0.0,1.1,14071519000332,0,1146824
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-09-36,NVDisplay.Container.exe,0.0,0.0,4.6,14071519000332,0,4778841
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-09-36,svchost.exe,0.0,0.0,59.1,14071519000332,0,61926310
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-09-36,MySQLWorkbench.exe,0.0,0.0,48.0,14071519000332,0,50282430
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-09-36,Code.exe,0.0,0.0,67.7,14071519000332,0,70979822
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-09-36,chrome.exe,0.0,0.0,3.3,14071519000332,0,3455584
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-09-36,dwm.exe,0.1,0.0,0.0,14071519000332,0,0
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-09-36,explorer.exe,0.0,1.0,1.8,14071519000332,0,1846699
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-09-36,chrome.exe,0.0,0.0,98.3,14071519000332,0,103080871
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-09-36,chrome.exe,0.0,1.3,1150.2,14071519000332,0,1206092051
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-09-36,Code.exe,0.0,0.0,1.8,14071519000332,0,1914840
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-09-36,svchost.exe,0.0,0.0,16.8,14071519000332,0,17658033
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-09-36,msedgewebview2.exe,0.0,0.0,14.1,14071519000332,0,14813849
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-09-36,Code.exe,0.0,0.0,30.3,14071519000332,0,31799240
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-09-36,msedgewebview2.exe,0.0,0.0,6.4,14071519000332,0,6760825
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-09-36,SearchIndexer.exe,0.0,0.0,15.9,14071519000332,0,16643474
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-09-36,Widgets.exe,0.0,0.0,9.4,14071519000332,0,9828901
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-09-36,chrome.exe,0.0,0.0,9.4,14071519000332,0,9822234
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-09-36,SearchHost.exe,0.0,0.0,4.5,14071519000332,0,4756619
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-09-36,StartMenuExperienceHost.exe,0.0,0.0,1.4,14071519000332,0,1432768
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-09-36,msedge.exe,0.0,0.0,3.6,14071519000332,0,3739760
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-09-36,msedge.exe,0.0,0.0,16.3,14071519000332,0,17081912
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-09-36,Code.exe,0.0,0.0,1.5,14071519000332,0,1564052
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-09-36,EpicGamesLauncher.exe,0.0,0.0,1093.7,14071519000332,0,1146804577
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-09-36,EpicWebHelper.exe,0.1,0.0,0.0,14071519000332,0,125456
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-09-36,chrome.exe,0.0,1.4,556.4,14071519000332,0,583406362
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-09-36,Code.exe,0.0,0.0,38.0,14071519000332,0,39819560
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-09-36,msedgewebview2.exe,0.0,0.0,23.5,14071519000332,0,24652030
