fk_modelo,fk_zona,fk_empresa,timestamp,evento
1,1,1,2025-11-17 19:28:30.094339,Processo fora da whitelist morto: registry
1,1,1,2025-11-17 19:28:30.097268,Processo fora da whitelist morto: smss
1,1,1,2025-11-17 19:28:30.100094,Processo fora da whitelist morto: asus_framework
1,1,1,2025-11-17 19:28:30.103213,Processo fora da whitelist morto: asus_framework
1,1,1,2025-11-17 19:28:30.105915,Processo fora da whitelist morto: asus_framework
1,1,1,2025-11-17 19:28:30.108710,Processo fora da whitelist morto: csrss
1,1,1,2025-11-17 19:28:30.111254,Processo fora da whitelist morto: csrss
1,1,1,2025-11-17 19:28:30.113841,Processo fora da whitelist morto: spotify
1,1,1,2025-11-17 19:28:30.116490,Processo fora da whitelist morto: spotify
1,1,1,2025-11-17 19:28:30.119609,Processo fora da whitelist morto: spotify
1,1,1,2025-11-17 19:28:30.122593,Processo fora da whitelist morto: spotify
1,1,1,2025-11-17 19:28:30.125337,Processo fora da whitelist morto: spotify
1,1,1,2025-11-17 19:28:30.128077,Processo fora da whitelist morto: spotify
1,1,1,2025-11-17 19:28:30.130746,Processo fora da whitelist morto: fontdrvhost
1,1,1,2025-11-17 19:28:30.133628,Processo fora da whitelist morto: fontdrvhost
1,1,1,2025-11-17 19:28:30.136478,Processo fora da whitelist morto: services
1,1,1,2025-11-17 19:28:30.139220,Processo fora da whitelist morto: lsass
1,1,1,2025-11-17 19:28:30.142044,Processo fora da whitelist morto: avastui
1,1,1,2025-11-17 19:28:30.144742,Processo fora da whitelist morto: avastui
1,1,1,2025-11-17 19:28:30.147818,Processo fora da whitelist morto: avastui
1,1,1,2025-11-17 19:28:30.150600,Processo fora da whitelist morto: avastui
1,1,1,2025-11-17 19:28:30.153358,Processo fora da whitelist morto: powershell
1,1,1,2025-11-17 19:28:30.156242,Processo fora da whitelist morto: powershell
1,1,1,2025-11-17 19:28:30.159003,Processo fora da whitelist morto: powershell
1,1,1,2025-11-17 19:28:30.161671,Processo fora da whitelist morto: iedsearch
1,1,1,2025-11-17 19:28:30.164754,Processo fora da whitelist morto: backgroundtaskhost
1,1,1,2025-11-17 19:28:30.167597,Processo fora da whitelist morto: wmiprvse
1,1,1,2025-11-17 19:28:30.170734,Processo fora da whitelist morto: wmiprvse
1,1,1,2025-11-17 19:28:30.173470,Processo fora da whitelist morto: wmiprvse
1,1,1,2025-11-17 19:28:30.176095,Processo fora da whitelist morto: amdfendrsr
1,1,1,2025-11-17 19:28:30.179018,Processo fora da whitelist morto: asuscertservice
1,1,1,2025-11-17 19:28:30.181648,Processo fora da whitelist morto: mysqlworkbench
1,1,1,2025-11-17 19:28:30.184222,Processo fora da whitelist morto: steamwebhelper
1,1,1,2025-11-17 19:28:30.187100,Processo fora da whitelist morto: steamwebhelper
1,1,1,2025-11-17 19:28:30.189897,Processo fora da whitelist morto: steamwebhelper
1,1,1,2025-11-17 19:28:30.192478,Processo fora da whitelist morto: steamwebhelper
1,1,1,2025-11-17 19:28:30.195333,Processo fora da whitelist morto: steamwebhelper
1,1,1,2025-11-17 19:28:30.197919,Processo fora da whitelist morto: steamwebhelper
1,1,1,2025-11-17 19:28:30.200559,Processo fora da whitelist morto: steamwebhelper
1,1,1,2025-11-17 19:28:30.203622,Processo fora da whitelist morto: memcompression
1,1,1,2025-11-17 19:28:30.206335,Processo fora da whitelist morto: conhost
1,1,1,2025-11-17 19:28:30.208978,Processo fora da whitelist morto: conhost
1,1,1,2025-11-17 19:28:30.211807,Processo fora da whitelist morto: conhost
1,1,1,2025-11-17 19:28:30.214350,Processo fora da whitelist morto: conhost
1,1,1,2025-11-17 19:28:30.217225,Processo fora da whitelist morto: conhost
1,1,1,2025-11-17 19:28:30.220036,Processo fora da whitelist morto: conhost
1,1,1,2025-11-17 19:28:30.223045,Processo fora da whitelist morto: conhost
1,1,1,2025-11-17 19:28:30.225792,Processo fora da whitelist morto: conhost
1,1,1,2025-11-17 19:28:30.228375,Processo fora da whitelist morto: conhost
1,1,1,2025-11-17 19:28:30.231050,Processo fora da whitelist morto: pet
1,1,1,2025-11-17 19:28:30.233744,Processo fora da whitelist morto: lightshot
1,1,1,2025-11-17 19:28:30.236317,Processo fora da whitelist morto: atkexcomsvc
1,1,1,2025-11-17 19:28:30.239325,Processo fora da whitelist morto: armouryaiofanserver
1,1,1,2025-11-17 19:28:30.242211,Processo fora da whitelist morto: jucheck
1,1,1,2025-11-17 19:28:30.244734,Processo fora da whitelist morto: dllhost
1,1,1,2025-11-17 19:28:30.247546,Processo fora da whitelist morto: dllhost
1,1,1,2025-11-17 19:28:30.250175,Processo fora da whitelist morto: dllhost
1,1,1,2025-11-17 19:28:30.253066,Processo fora da whitelist morto: avastsvc
1,1,1,2025-11-17 19:28:30.255904,Processo fora da whitelist morto: rtkngui64
1,1,1,2025-11-17 19:28:30.258528,Processo fora da whitelist morto: runtimebroker
1,1,1,2025-11-17 19:28:30.261393,Processo fora da whitelist morto: runtimebroker
1,1,1,2025-11-17 19:28:30.264115,Processo fora da whitelist morto: runtimebroker
1,1,1,2025-11-17 19:28:30.266854,Processo fora da whitelist morto: runtimebroker
1,1,1,2025-11-17 19:28:30.270056,Processo fora da whitelist morto: runtimebroker
1,1,1,2025-11-17 19:28:30.272899,Processo fora da whitelist morto: runtimebroker
1,1,1,2025-11-17 19:28:30.275513,Processo fora da whitelist morto: runtimebroker
1,1,1,2025-11-17 19:28:30.278399,Processo fora da whitelist morto: runtimebroker
1,1,1,2025-11-17 19:28:30.281188,Processo fora da whitelist morto: steamservice
1,1,1,2025-11-17 19:28:30.283694,Processo fora da whitelist morto: armouryswagent
1,1,1,2025-11-17 19:28:30.286759,Processo fora da whitelist morto: textinputhost
1,1,1,2025-11-17 19:28:30.289611,Processo fora da whitelist morto: onenotem
1,1,1,2025-11-17 19:28:30.292188,Processo fora da whitelist morto: searchindexer
1,1,1,2025-11-17 19:28:30.295152,Processo fora da whitelist morto: aswtoolssvc
1,1,1,2025-11-17 19:28:30.297720,Processo fora da whitelist morto: spoolsv
1,1,1,2025-11-17 19:28:30.300278,Processo fora da whitelist morto: armourysocketserver
1,1,1,2025-11-17 19:28:30.303325,Processo fora da whitelist morto: mdnsresponder
1,1,1,2025-11-17 19:28:30.306161,Processo fora da whitelist morto: iedservice
1,1,1,2025-11-17 19:28:30.308818,Processo fora da whitelist morto: armourycrate.service
1,1,1,2025-11-17 19:28:30.311497,Processo fora da whitelist morto: armsvc
1,1,1,2025-11-17 19:28:30.314476,Processo fora da whitelist morto: rogliveservice
1,1,1,2025-11-17 19:28:30.317074,Processo fora da whitelist morto: sursvc
1,1,1,2025-11-17 19:28:30.320231,Processo fora da whitelist morto: msmpeng
1,1,1,2025-11-17 19:28:30.323108,Processo fora da whitelist morto: officeclicktorun
1,1,1,2025-11-17 19:28:30.325836,Processo fora da whitelist morto: asusfancontrolservice
1,1,1,2025-11-17 19:28:30.328405,Processo fora da whitelist morto: audiodg
1,1,1,2025-11-17 19:28:30.331005,Processo fora da whitelist morto: mpdefendercoreservice
1,1,1,2025-11-17 19:28:30.333836,Processo fora da whitelist morto: securityhealthservice
1,1,1,2025-11-17 19:28:30.336746,Processo fora da whitelist morto: spacedeskservice
1,1,1,2025-11-17 19:28:30.339835,Processo fora da whitelist morto: dsaupdateservice
1,1,1,2025-11-17 19:28:30.342630,Processo fora da whitelist morto: dsaservice
1,1,1,2025-11-17 19:28:30.345186,Processo fora da whitelist morto: jhi_service
1,1,1,2025-11-17 19:28:30.348010,Processo fora da whitelist morto: rstmwservice
1,1,1,2025-11-17 19:28:30.350735,Processo fora da whitelist morto: rvcontrolsvc
1,1,1,2025-11-17 19:28:30.353596,Processo fora da whitelist morto: wmiregistrationservice
1,1,1,2025-11-17 19:28:30.356491,Processo fora da whitelist morto: microsoft.notes
1,1,1,2025-11-17 19:28:30.359368,Processo fora da whitelist morto: lockapp
1,1,1,2025-11-17 19:28:30.361997,Processo fora da whitelist morto: dashost
1,1,1,2025-11-17 19:28:30.364891,Processo fora da whitelist morto: acpowernotification
1,1,1,2025-11-17 19:28:30.367678,Processo fora da whitelist morto: searchapp
1,1,1,2025-11-17 19:28:30.370578,Processo fora da whitelist morto: atiesrxx
1,1,1,2025-11-17 19:28:30.373508,Processo fora da whitelist morto: aswengsrv
1,1,1,2025-11-17 19:28:30.376066,Processo fora da whitelist morto: unsecapp
1,1,1,2025-11-17 19:28:30.378908,Processo fora da whitelist morto: aggregatorhost
1,1,1,2025-11-17 19:28:30.381458,Processo fora da whitelist morto: steam
1,1,1,2025-11-17 19:28:30.384125,Processo fora da whitelist morto: mousocoreworker
1,1,1,2025-11-17 19:28:30.387290,Processo fora da whitelist morto: taskhostw
1,1,1,2025-11-17 19:28:30.390118,Processo fora da whitelist morto: taskhostw
1,1,1,2025-11-17 19:28:30.392738,Processo fora da whitelist morto: taskhostw
1,1,1,2025-11-17 19:28:30.395443,Processo fora da whitelist morto: phoneexperiencehost
1,1,1,2025-11-17 19:28:30.398184,Processo fora da whitelist morto: aswidsagent
1,1,1,2025-11-17 19:28:30.400814,Processo fora da whitelist morto: whatsapp
1,1,1,2025-11-17 19:28:30.403732,Processo fora da whitelist morto: jetbrains-toolbox
1,1,1,2025-11-17 19:28:30.406647,Processo fora da whitelist morto: esrv
1,1,1,2025-11-17 19:28:30.409283,Processo fora da whitelist morto: armourycrate.usersessionhelper
1,1,1,2025-11-17 19:28:30.411935,Processo fora da whitelist morto: onedrive.sync.service
1,1,1,2025-11-17 19:28:30.414660,Processo fora da whitelist morto: gamingservices
1,1,1,2025-11-17 19:28:30.417415,Processo fora da whitelist morto: winlogon
1,1,1,2025-11-17 19:28:30.420471,Processo fora da whitelist morto: musnotifyicon
1,1,1,2025-11-17 19:28:30.423098,Processo fora da whitelist morto: ctfmon
1,1,1,2025-11-17 19:28:30.425983,Processo fora da whitelist morto: securityhealthsystray
1,1,1,2025-11-17 19:28:30.428763,Processo fora da whitelist morto: dwm
1,1,1,2025-11-17 19:28:30.431512,Processo fora da whitelist morto: comppkgsrv
1,1,1,2025-11-17 19:28:30.434477,Processo fora da whitelist morto: shellexperiencehost
1,1,1,2025-11-17 19:28:30.437532,Processo fora da whitelist morto: aackingstondramhal_x64
1,1,1,2025-11-17 19:28:30.440497,Processo fora da whitelist morto: nissrv
1,1,1,2025-11-17 19:28:30.443144,Processo fora da whitelist morto: gamingservicesnet
1,1,1,2025-11-17 19:28:30.445678,Processo fora da whitelist morto: adobecollabsync
1,1,1,2025-11-17 19:28:30.448541,Processo fora da whitelist morto: adobecollabsync
1,1,1,2025-11-17 19:28:30.451188,Processo fora da whitelist morto: sihost
1,1,1,2025-11-17 19:28:30.454187,Processo fora da whitelist morto: applicationframehost
1,1,1,2025-11-17 19:28:30.457028,Processo fora da whitelist morto: startmenuexperiencehost
1,1,1,2025-11-17 19:28:30.459642,Processo fora da whitelist morto: atieclxx
1,1,1,2025-11-17 19:28:30.462244,Processo fora da whitelist morto: spacedeskservicetray
1,1,1,2025-11-17 19:28:30.465097,Processo fora da whitelist morto: wmiapsrv
1,1,1,2025-11-17 19:28:30.467668,Processo fora da whitelist morto: jusched
1,1,1,2025-11-17 19:28:30.470379,Processo fora da whitelist morto: useroobebroker
1,1,1,2025-11-17 19:28:30.473293,Processo fora da whitelist morto: systemsettings
1,1,1,2025-11-17 19:28:30.475923,Processo fora da whitelist morto: acrobatnotificationclient
1,1,1,2025-11-17 19:28:30.478447,Processo fora da whitelist morto: codesetup-stable-cb1933bbc38d329b3595673a600fab5c7368f0a7
1,1,1,2025-11-17 19:28:30.479800,Erro ao registrar codesetup-stable-cb1933bbc38d329b3595673a600fab5c7368f0a7 no log_processos: 1406 (22001): Data too long for column 'nome' at row 1
1,1,1,2025-11-17 19:28:30.480880,Processo fora da whitelist morto: codesetup-stable-cb1933bbc38d329b3595673a600fab5c7368f0a7.tmp
1,1,1,2025-11-17 19:28:30.482150,Erro ao registrar codesetup-stable-cb1933bbc38d329b3595673a600fab5c7368f0a7.tmp no log_processos: 1406 (22001): Data too long for column 'nome' at row 1
1,1,1,2025-11-17 19:28:30.486928,Processo fora da whitelist detectado: audiodg
1,1,1,2025-11-17 19:28:30.488251,Processo fora da whitelist detectado: dwm
1,1,1,2025-11-17 19:28:38.809817,Monitoramento interrompido manualmente.
