ip,hostname,timestamp,processo,cpu,ram,dados_gravados,mac,gpu,disco_uso
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-21-36,System Idle Process,90.3,0.0,0.0,14071519000332,0,0
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-21-36,System,0.6,0.0,1207.1,14071519000332,0,1265786003
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-21-36,Registry,0.0,0.0,227.1,14071519000332,0,238170112
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-21-36,chrome.exe,0.0,0.0,6312.3,14071519000332,0,6618972874
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-21-36,lsass.exe,0.0,0.0,1.4,14071519000332,0,1483585
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-21-36,Code.exe,0.0,0.0,20.5,14071519000332,0,21507852
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-21-36,Code.exe,0.0,0.0,226.3,14071519000332,0,237294746
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-21-36,msedgewebview2.exe,0.0,0.0,4.7,14071519000332,0,4922452
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-21-36,svchost.exe,0.1,0.0,0.0,14071519000332,0,0
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-21-36,svchost.exe,0.0,0.0,23.1,14071519000332,0,24194093
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-21-36,chrome.exe,0.0,0.0,1.5,14071519000332,0,1612716
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-21-36,svchost.exe,0.0,0.0,25.1,14071519000332,0,26289650
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-21-36,Code.exe,0.0,0.0,231.1,14071519000332,0,242376022
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-21-36,svchost.exe,0.0,0.0,1.2,14071519000332,0,1265668
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-21-36,svchost.exe,0.0,0.0,27.8,14071519000332,0,29114808
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-21-36,MemCompression,0.0,1.5,0.0,14071519000332,0,0
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-21-36,chrome.exe,0.0,0.0,188.9,14071519000332,0,198075823
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-21-36,svchost.exe,0.0,0.0,15.9,14071519000332,0,16649048
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-21-36,chrome.exe,0.0,0.0,3.3,14071519000332,0,3445469
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-21-36,Code.exe,0.0,1.6,3.6,14071519000332,0,3784603
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-21-36,svchost.exe,0.0,0.0,1.2,14071519000332,0,1264768
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-21-36,Code.exe,0.0,0.0,1073.5,14071519000332,0,1125633366
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-21-36,svchost.exe,0.0,0.0,25.0,14071519000332,0,26194195
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-21-36,svchost.exe,0.0,0.0,53.0,14071519000332,0,55558016
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-21-36,KillerAnalyticsService.exe,0.0,0.0,3.4,14071519000332,0,3586620
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-21-36,svchost.exe,0.0,0.0,11.8,14071519000332,0,12362144
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-21-36,RtkAudUService64.exe,0.0,0.0,30.3,14071519000332,0,31764480
192.168.0.192,DESKTOP-N2E1DHL,2025-10-26_00-21-36,MsMpEng.exe,0.1,1.0,877.9,14071519000332,0,920507614
